COMID,Longitude,Latitude,Outlet_COMID
81004195,-145.9941667,68.66583333,81000388
81004196,-146.3933333,68.67916667,81000388
81004197,-151.7108333,68.6775,81000069
81004198,-144.0008333,68.66,81020021
81004199,-156.6841667,68.69166667,81000069
81004200,-143.77,68.65583333,81020021
81004201,-164.0933333,68.675,81002535
81004202,-143.6675,68.64916667,81020021
81004203,-148.4025,68.66166667,81000433
81004204,-146.51,68.66416667,81000388
81004205,-148.0983333,68.65833333,81000433
81004206,-145.1916667,68.63916667,81020021
81004207,-157.0008333,68.66833333,81000069
81004208,-160.5583333,68.6925,81000478
81004209,-146.5375,68.67,81000388
81004210,-149.7491667,68.665,81000069
81004211,-156.8991667,68.69083333,81000069
81004212,-149.8525,68.67666667,81000069
81004213,-147.0683333,68.69,81000433
81004214,-164.0516667,68.67083333,81002535
81004215,-147.005,68.67083333,81000433
81004216,-157.6191667,68.675,81000069
81004217,-162.9441667,68.675,81001019
81004218,-150.6366667,68.69,81000069
81004219,-157.7691667,68.68666667,81000069
81004220,-165.6408333,68.67,81003294
81004221,-152.2533333,68.68416667,81000069
81004222,-162.3766667,68.67916667,81001023
81004223,-159.5333333,68.68416667,81000069
81004225,-142.7375,68.67083333,81020021
81004226,-162.5583333,68.68333333,81001019
81004227,-156.6483333,68.69083333,81000069
81004228,-158.4066667,68.68833333,81000069
81004229,-159.7983333,68.7,81000069
81004230,-144.7591667,68.69083333,81020021
81004231,-161.4716667,68.67666667,81001023
81004232,-163.7875,68.69083333,81002535
81004233,-159.5525,68.68916667,81000069
81004234,-159.9575,68.69833333,81000069
81004235,-155.865,68.7175,81000069
81004236,-163.46,68.6925,81002535
81004237,-144.5691667,68.7125,81020021
81004238,-145.5775,68.67166667,81020021
81004239,-152.7841667,68.695,81000069
81004240,-143.2116667,68.65583333,81020021
81004241,-143.9608333,68.6875,81020021
81004242,-150.8733333,68.70833333,81000069
81004243,-158.8866667,68.70666667,81000069
81004244,-165.14,68.70166667,81003294
81004245,-143.6733333,68.70166667,81020021
81004246,-163.6641667,68.69666667,81002535
81004247,-145.185,68.70166667,81020021
81004248,-146.7816667,68.72,81000433
81004249,-147.4608333,68.70333333,81000433
81004250,-161.0558333,68.71666667,81000478
81004251,-146.1758333,68.72166667,81000388
81004252,-152.4525,68.71833333,81000069
81004253,-142.6416667,68.68833333,81020021
81004254,-165.4208333,68.71916667,81003294
81004256,-162.845,68.72833333,81001019
81004258,-142.3875,68.71416667,81020021
81004259,-143.1208333,68.715,81020021
81004260,-158.9225,68.72333333,81000069
81004261,-162.0041667,68.7325,81001023
81004262,-164.4066667,68.73,81002535
81004263,-164.955,68.72583333,81003294
81004264,-164.9633333,68.72416667,81003294
81004265,-164.4241667,68.7325,81002535
81004266,-157.3716667,68.73833333,81000069
81004267,-157.425,68.73666667,81000069
81004268,-155.9441667,68.735,81000069
81004269,-157.6075,68.7425,81000069
81004270,-163.2291667,68.735,81001019
81004271,-162.305,67.91333333,81007739
81004272,-162.185,67.93833333,81007739
81004273,-162.0125,67.95,81007739
81004274,-161.9208333,67.97833333,81007739
81004275,-161.9058333,67.97666667,81007739
81004276,-161.8741667,67.96833333,81007739
81004277,-161.6958333,67.95,81007739
81004278,-161.4933333,68.00166667,81007739
81004279,-161.3316667,68.00833333,81007739
81004280,-161.225,68.00083333,81007739
81004281,-161.195,67.985,81007739
81004282,-161.1283333,67.9675,81007739
81004283,-161.0525,67.93333333,81007739
81004284,-160.9083333,67.90916667,81007739
81004285,-160.2208333,67.9375,81007739
81004286,-160.1808333,68.035,81007739
81004287,-160.0016667,68.11666667,81007739
81004288,-159.8708333,68.12916667,81007739
81004289,-159.7775,68.12333333,81007739
81004290,-159.71,68.11833333,81007739
81004291,-159.6775,68.12416667,81007739
81004292,-159.5908333,68.10083333,81007739
81004293,-159.4241667,68.095,81007739
81004294,-159.1541667,68.05,81007739
81004295,-158.8741667,68.0325,81007739
81004296,-158.7308333,68.02916667,81007739
81004297,-158.5783333,68.0225,81007739
81004298,-158.4925,68.0125,81007739
81004299,-158.48,67.97166667,81007739
81004300,-158.3883333,67.935,81007739
81004301,-157.9841667,67.9725,81007739
81004302,-157.78,68.0025,81007739
81004303,-157.6016667,67.97,81007739
81004304,-157.5491667,67.95916667,81007739
81004305,-157.3941667,67.91,81007739
81004306,-157.2283333,67.9225,81007739
81004307,-157.1891667,67.935,81007739
81004308,-157.0883333,67.915,81007739
81004309,-139.065,67.935,81020021
81004310,-138.8275,67.93583333,81020021
81004311,-154.06,68.30583333,81000069
81004312,-154.0558333,68.29166667,81000069
81004313,-154.0625,68.265,81000069
81004314,-154.105,68.215,81000069
81004315,-154.1516667,68.16416667,81000069
81004316,-154.2116667,68.11666667,81000069
81004317,-154.3016667,68.09666667,81000069
81004318,-154.355,68.08166667,81000069
81004319,-154.4466667,68.0625,81000069
81004320,-154.5025,68.01916667,81000069
81004321,-154.4833333,67.97833333,81000069
81004322,-154.4016667,67.9575,81000069
81004323,-154.3333333,67.94416667,81000069
81004324,-160.1725,67.93,81007739
81004325,-138.5225,67.9025,81020021
81004326,-154.245,67.92583333,81000069
81004327,-158.9408333,68.04083333,81007739
81004328,-158.9375,68.055,81007739
81004329,-158.9375,68.06583333,81007739
81004330,-159,68.125,81007739
81004331,-159.06,68.2175,81007739
81004332,-159.0508333,68.245,81007739
81004333,-159.0041667,68.2725,81007739
81004334,-158.8625,68.33416667,81007739
81004335,-139.57,68.00083333,81020021
81004336,-139.5725,68.04166667,81020021
81004337,-139.6241667,68.05333333,81020021
81004338,-146.0008333,67.95333333,81020021
81004339,-145.9091667,68.0225,81020021
81004340,-145.7533333,68.055,81020021
81004341,-145.7075,68.0775,81020021
81004342,-145.6425,68.1025,81020021
81004343,-143.2991667,67.94666667,81020021
81004344,-145.5758333,68.12166667,81020021
81004345,-143.2891667,67.9625,81020021
81004346,-139.8341667,68.09166667,81020021
81004347,-145.5325,68.13,81020021
81004348,-143.2483333,67.99916667,81020021
81004349,-143.2158333,68.03083333,81020021
81004350,-143.1725,68.05,81020021
81004351,-139.9883333,68.18083333,81020021
81004352,-145.4983333,68.1725,81020021
81004353,-143.1691667,68.11666667,81020021
81004354,-145.4616667,68.20083333,81020021
81004355,-145.4116667,68.21916667,81020021
81004356,-143.095,68.2025,81020021
81004357,-145.3791667,68.23583333,81020021
81004358,-145.3725,68.245,81020021
81004359,-143.0508333,68.27916667,81020021
81004360,-145.3558333,68.27833333,81020021
81004361,-140.1625,68.2575,81020021
81004362,-140.3491667,68.31,81020021
81004363,-162.1375,67.88416667,81007739
81004364,-145.3533333,68.3175,81020021
81004365,-143.2016667,68.32333333,81020021
81004366,-140.3166667,68.3375,81020021
81004367,-145.5125,68.28166667,81020021
81004368,-140.3983333,68.27333333,81020021
81004369,-140.5316667,68.19833333,81020021
81004370,-140.6858333,68.18166667,81020021
81004371,-140.7716667,68.16833333,81020021
81004372,-140.8508333,68.17416667,81020021
81004373,-140.8975,68.18333333,81020021
81004374,-140.9466667,68.20166667,81020021
81004375,-140.9983333,68.21416667,81020021
81004376,-141.0333333,68.2275,81020021
81004377,-141.1225,68.31166667,81020021
81004378,-165.6841667,68.2975,81003294
81004379,-165.6233333,68.28333333,81003294
81004380,-165.5008333,68.27,81003294
81004381,-165.3075,68.19666667,81003294
81004382,-165.09,68.17083333,81003294
81004383,-139.4958333,68.09833333,81020021
81004384,-139.3725,68.10666667,81020021
81004385,-139.8433333,67.95583333,81020021
81004386,-164.885,68.2025,81003294
81004387,-139.8058333,67.9875,81020021
81004388,-164.805,68.19,81003294
81004389,-139.8291667,68.01,81020021
81004390,-139.2916667,68.15416667,81020021
81004391,-142.005,68.0375,81020021
81004392,-139.935,68.00916667,81020021
81004393,-140.0333333,68.01083333,81020021
81004394,-140.03,67.99583333,81020021
81004395,-139.1241667,68.20416667,81020021
81004396,-141.97,68.1325,81020021
81004397,-139.0025,68.22416667,81020021
81004398,-156.0183333,67.9475,81007739
81004399,-140.0858333,67.96083333,81020021
81004400,-143.0233333,68.26666667,81020021
81004401,-138.9383333,68.245,81020021
81004402,-155.9616667,67.9275,81007739
81004403,-141.9266667,68.2275,81020021
81004404,-164.5875,68.225,81003294
81004405,-141.88,68.2825,81020021
81004406,-140.1666667,67.94,81020021
81004407,-164.3816667,68.31333333,81003294
81004408,-142.9783333,68.30083333,81020021
81004409,-155.8341667,67.915,81007739
81004411,-152.8575,67.9225,81020021
81004412,-140.2258333,67.915,81020021
81004413,-156.7483333,67.90083333,81007739
81004414,-138.8833333,68.33416667,81020021
81004415,-142.8216667,68.355,81020021
81004416,-164.3458333,68.35166667,81003294
81004417,-141.8108333,68.33916667,81020021
81004418,-161.8833333,67.98583333,81007739
81004419,-161.7925,68.05666667,81007739
81004420,-161.6716667,68.09416667,81007739
81004421,-143.3275,68.2425,81020021
81004422,-161.595,68.09833333,81007739
81004423,-143.5575,68.2725,81020021
81004424,-142.0391667,68.2175,81020021
81004425,-161.52,68.12416667,81007739
81004426,-142.1416667,68.23333333,81020021
81004427,-142.1716667,68.245,81020021
81004428,-161.4991667,68.17666667,81007739
81004429,-161.4975,68.21083333,81007739
81004430,-161.4933333,68.2225,81007739
81004431,-146.8083333,67.94333333,81020021
81004432,-142.2183333,68.2625,81020021
81004433,-142.2558333,68.29083333,81020021
81004434,-161.4641667,68.25166667,81007739
81004435,-143.715,68.28666667,81020021
81004436,-143.805,68.32166667,81020021
81004437,-146.9916667,67.92416667,81020021
81004438,-143.8433333,68.33583333,81020021
81004439,-142.345,68.34833333,81020021
81004440,-161.4808333,68.33916667,81007739
81004441,-153.9958333,68.32166667,81000069
81004442,-156.2483333,68.245,81000069
81004443,-156.0975,68.19833333,81000069
81004444,-146.9283333,67.98416667,81020021
81004445,-146.9983333,68.02166667,81020021
81004446,-156.0333333,68.15833333,81000069
81004447,-147.055,68.04083333,81020021
81004448,-146.3741667,67.95166667,81020021
81004449,-147.13,68.0625,81020021
81004450,-162.3433333,67.91916667,81007739
81004451,-155.9308333,68.10333333,81000069
81004452,-140.4075,68.20416667,81020021
81004453,-162.335,67.94,81007739
81004454,-163.4483333,67.9875,81005554
81004455,-158.64,68.0475,81007739
81004456,-155.8108333,68.085,81000069
81004457,-144.4783333,67.97083333,81020021
81004458,-144.53,67.9875,81020021
81004459,-163.3991667,68.015,81005554
81004460,-159.9333333,68.12833333,81007739
81004461,-147.1708333,68.12416667,81020021
81004462,-146.5425,67.97833333,81020021
81004463,-158.585,68.11166667,81007739
81004464,-144.5475,68.01583333,81020021
81004465,-154.1066667,68.11916667,81000069
81004466,-162.3125,68.0325,81007739
81004467,-139.8883333,68.16416667,81020021
81004468,-154.0283333,68.09666667,81000069
81004469,-159.9333333,68.16416667,81007739
81004470,-159.9291667,68.18833333,81007739
81004471,-140.3633333,68.135,81020021
81004472,-153.9983333,68.09083333,81000069
81004473,-153.9783333,68.08416667,81000069
81004474,-147.2275,68.16333333,81020021
81004475,-144.5716667,68.04833333,81020021
81004476,-161.435,68.16666667,81007739
81004477,-164.3433333,68.305,81003294
81004478,-164.2891667,68.2975,81003294
81004479,-154.5,68.04,81000069
81004480,-163.2725,68.0425,81005554
81004481,-147.2558333,68.19666667,81020021
81004482,-155.6708333,68.01916667,81000069
81004483,-140.1258333,68.025,81020021
81004484,-158.4525,68.10583333,81007739
81004485,-139.6766667,68.13666667,81020021
81004486,-140.505,68.1125,81020021
81004487,-147.2491667,68.21833333,81020021
81004488,-140.6508333,68.07666667,81020021
81004489,-164.9441667,68.21416667,81003294
81004490,-161.3441667,68.18833333,81007739
81004491,-153.9166667,68.06,81000069
81004492,-146.7733333,68.01333333,81020021
81004493,-146.8658333,68.08,81020021
81004494,-140.6758333,68.19916667,81020021
81004495,-155.5025,67.975,81000069
81004496,-138.9291667,68.22,81020021
81004497,-140.2575,68.03083333,81020021
81004498,-159.9175,68.22083333,81007739
81004499,-140.3766667,68.06,81020021
81004500,-139.5441667,68.1975,81020021
81004501,-147.2691667,68.265,81020021
81004502,-144.5591667,68.105,81020021
81004503,-159.6791667,67.94416667,81007739
81004504,-158.3233333,68.135,81007739
81004505,-138.8858333,68.23,81020021
81004506,-161.2491667,68.2225,81007739
81004507,-159.9066667,68.27416667,81007739
81004508,-164.8875,68.2575,81003294
81004509,-138.84,68.24166667,81020021
81004510,-139.7658333,68.19,81020021
81004511,-154.6075,68.025,81000069
81004512,-147.3558333,68.29,81020021
81004513,-140.4808333,68.02666667,81020021
81004514,-162.26,68.13583333,81007739
81004515,-155.3958333,67.98166667,81000069
81004516,-158.7758333,68.01583333,81007739
81004517,-153.77,68.02416667,81000069
81004518,-163.1133333,68.1,81005554
81004519,-138.8091667,68.25416667,81020021
81004520,-144.6758333,68.14,81020021
81004521,-139.4333333,68.16916667,81020021
81004522,-161.4125,68.30583333,81007739
81004523,-149.8291667,67.93166667,81020021
81004524,-139.4125,68.2,81020021
81004525,-139.4825,68.2025,81020021
81004526,-140.5575,68.01416667,81020021
81004527,-155.2933333,67.97916667,81000069
81004528,-158.2933333,68.22416667,81007739
81004529,-144.4566667,68.185,81020021
81004530,-144.6558333,68.24166667,81020021
81004531,-144.37,68.23166667,81020021
81004532,-162.2733333,68.215,81007739
81004533,-164.7808333,68.2975,81003294
81004534,-153.6291667,68.00166667,81000069
81004535,-149.2666667,67.9175,81020021
81004536,-159.53,67.94333333,81007739
81004537,-162.3258333,68.23416667,81007739
81004538,-158.8216667,67.9925,81007739
81004539,-161.1291667,68.29166667,81007739
81004540,-146.9666667,68.1775,81020021
81004541,-139.5258333,68.2175,81020021
81004542,-157.9175,67.96333333,81007739
81004543,-139.3783333,68.2275,81020021
81004544,-149.3366667,67.93,81020021
81004545,-163.04,68.17666667,81005554
81004546,-153.5566667,67.97666667,81000069
81004547,-139.7766667,68.2625,81020021
81004548,-155.2133333,67.97166667,81000069
81004549,-159.9125,68.2925,81007739
81004550,-144.6091667,68.295,81020021
81004551,-159.4075,67.93666667,81007739
81004552,-162.1433333,68.25833333,81007739
81004553,-144.3308333,68.26083333,81020021
81004554,-155.1558333,67.9625,81000069
81004555,-158.975,68.31166667,81007739
81004556,-139.7216667,68.295,81020021
81004557,-140.8008333,68.01583333,81020021
81004558,-163.0733333,68.26666667,81005554
81004559,-140.1308333,67.9325,81020021
81004560,-142.3133333,68.30666667,81020021
81004561,-153.5133333,67.9625,81000069
81004562,-147.505,68.28666667,81020021
81004563,-140.6058333,68.2575,81020021
81004564,-140.2625,67.9475,81020021
81004565,-161.3666667,68.31833333,81007739
81004566,-147.405,68.30333333,81020021
81004567,-164.2033333,68.3,81003294
81004568,-143.0733333,68.3175,81020021
81004569,-160.9641667,68.32166667,81007739
81004570,-158.9133333,67.9425,81007739
81004571,-161.79,67.91,81007739
81004572,-140.515,67.86333333,81020021
81004573,-140.6891667,67.94833333,81020021
81004574,-161.0725,67.9025,81007739
81004575,-157.1383333,67.83666667,81007739
81004576,-137.0758333,67.90416667,81020021
81004577,-154.8475,67.9675,81000069
81004578,-159.4158333,67.9225,81007739
81004579,-154.3433333,67.88833333,81000069
81004580,-140.9466667,67.91333333,81020021
81004581,-139.5541667,67.9075,81020021
81004582,-153.4408333,67.89416667,81000069
81004583,-155.8775,67.88416667,81007739
81004584,-157.6391667,67.89416667,81007739
81004585,-155.5433333,67.94333333,81000069
81004586,-140.105,67.89833333,81020021
81004587,-146.785,67.90166667,81020021
81004588,-140.645,67.93166667,81020021
81004589,-161.1783333,67.92333333,81007739
81004590,-159.3283333,67.92166667,81007739
81004591,-140.1658333,67.91833333,81020021
81004592,-137.84,67.91416667,81020021
81004593,-140.3266667,67.92333333,81020021
81004594,-155.1433333,67.92833333,81000069
81004595,-149.4125,67.9225,81020021
81004596,-157.7666667,67.945,81007739
81004597,-149.3375,67.91916667,81020021
81004598,-149.7183333,67.94166667,81020021
81004599,-139.7583333,68.385,81020021
81004600,-159.0383333,68.34583333,81007739
81004601,-161.3433333,68.3475,81007739
81004602,-159.91,68.31833333,81007739
81004603,-160.9016667,68.35,81007739
81004604,-140.8083333,68.225,81020021
81004605,-160.0408333,68.35416667,81007739
81004606,-162.0241667,68.32166667,81007739
81004607,-143.12,68.34833333,81020021
81004608,-138.655,68.37083333,81020021
81004609,-164.07,68.275,81003294
81004610,-147.4416667,68.34083333,81020021
81004611,-164.8491667,68.32166667,81003294
81004612,-158.9275,68.335,81007739
81004613,-144.5883333,68.33916667,81020021
81004614,-145.45,68.38333333,81020021
81004615,-163.0916667,68.32083333,81005554
81004616,-142.9391667,68.40416667,81020021
81004617,-162.3083333,68.285,81007739
81004618,-144.4891667,68.33333333,81020021
81004619,-139.6833333,68.35,81020021
81004620,-142.435,68.34333333,81020021
81004621,-160.1766667,68.25666667,81007739
81004622,-141.8891667,68.3625,81020021
81004623,-140.515,68.32583333,81020021
81004624,-159.1183333,68.32083333,81007739
81004625,-160.8633333,68.34583333,81007739
81004626,-138.6391667,68.31833333,81020021
81004627,-164.115,68.34,81003294
81004628,-145.4641667,68.30666667,81020021
81004629,-161.2408333,68.3175,81007739
81004630,-158.2691667,68.32,81007739
81004631,-164.615,68.31833333,81003294
81004632,-139.335,68.305,81020021
81004633,-161.3266667,68.33333333,81007739
81004634,-159.8058333,68.30083333,81007739
81004635,-144.2925,68.31666667,81020021
81004636,-143.7841667,68.33833333,81020021
81004637,-162.5258333,68.16166667,81007739
81004638,-161.0058333,68.33416667,81007739
81004639,-147.6566667,68.32916667,81020021
81004640,-160.0816667,68.31333333,81007739
81004641,-143.08,68.34,81020021
81004642,-139.4133333,68.26833333,81020021
81004643,-147.02,68.28833333,81020021
81004644,-139.5366667,68.28416667,81020021
81004645,-157.9441667,68.00416667,81007739
81004646,-157.8666667,68.05083333,81007739
81004647,-139.0858333,67.96916667,81020021
81004648,-157.6083333,68.07916667,81007739
81004649,-157.3875,68.06833333,81007739
81004650,-157.265,68.08,81007739
81004651,-138.865,67.99416667,81020021
81004652,-138.7075,68.0225,81020021
81004653,-157.18,68.0975,81007739
81004654,-143.285,67.97416667,81020021
81004655,-157.07,68.11666667,81007739
81004656,-164.2091667,67.94833333,81005578
81004657,-164.2233333,67.9675,81005578
81004658,-157.1016667,68.1475,81007739
81004659,-139.01,67.98916667,81020021
81004660,-151.5016667,68.28083333,81000069
81004661,-147.6616667,67.96916667,81020021
81004662,-146.0416667,67.99333333,81020021
81004663,-151.5366667,68.24916667,81000069
81004664,-164.1916667,68.01166667,81005578
81004665,-146.0725,68.05416667,81020021
81004666,-156.8516667,68.12916667,81007739
81004667,-143.4233333,68.0075,81020021
81004668,-138.5725,68.04166667,81020021
81004669,-160.9841667,67.93916667,81007739
81004670,-147.6925,68.02833333,81020021
81004671,-160.9466667,67.95083333,81007739
81004672,-151.5775,68.22166667,81000069
81004673,-152.1866667,67.9575,81020021
81004674,-138.5108333,68.1275,81020021
81004675,-147.7241667,68.11416667,81020021
81004676,-152.1275,67.99583333,81020021
81004677,-156.7041667,68.07333333,81007739
81004678,-147.7858333,68.13666667,81020021
81004679,-152.1025,68.02583333,81020021
81004680,-164.2408333,68.005,81005578
81004681,-136.8766667,67.95916667,81020021
81004682,-156.6208333,68.04666667,81007739
81004683,-164.08,68.09833333,81005578
81004684,-160.8758333,67.9975,81007739
81004685,-152.1083333,68.04083333,81020021
81004686,-136.9166667,67.97583333,81020021
81004687,-157.0633333,68.19833333,81007739
81004688,-148.3041667,67.98583333,81020021
81004689,-151.57,68.13666667,81000069
81004690,-164.27,68.04916667,81005578
81004691,-164.2941667,68.06416667,81005578
81004692,-150.0333333,68.23416667,81000069
81004693,-151.4725,68.12583333,81000069
81004694,-160.8125,68.06,81007739
81004695,-148.3891667,68.01583333,81020021
81004696,-150.1425,68.20166667,81000069
81004697,-157.9708333,68.04833333,81007739
81004698,-147.8308333,68.1825,81020021
81004700,-148.4025,68.02833333,81020021
81004701,-138.855,68.08666667,81020021
81004702,-143.6983333,68.0225,81020021
81004703,-147.89,68.2125,81020021
81004704,-141.0016667,68.18416667,81020021
81004705,-160.7658333,68.0675,81007739
81004706,-152.0325,68.04916667,81020021
81004707,-136.9766667,68.00416667,81020021
81004708,-141.9591667,67.99583333,81020021
81004709,-162.2508333,67.97833333,81007739
81004710,-148.4075,68.04666667,81020021
81004711,-136.9916667,68.0475,81020021
81004712,-148.7175,67.94583333,81020021
81004713,-160.7683333,68.07583333,81007739
81004714,-155.7033333,68.08083333,81000069
81004715,-144.795,67.95833333,81020021
81004716,-143.8491667,68.08416667,81020021
81004717,-158.0183333,68.085,81007739
81004718,-138.6216667,68.17,81020021
81004719,-139.275,68.10916667,81020021
81004720,-145.9291667,68.1175,81020021
81004721,-153.0783333,68.2525,81000069
81004722,-138.2741667,68.105,81020021
81004723,-137.8225,67.9425,81020021
81004724,-143.065,68.12916667,81020021
81004725,-151.4,68.1175,81000069
81004726,-152.0608333,68.07583333,81020021
81004727,-156.49,68.04583333,81007739
81004728,-164.0358333,68.045,81005578
81004729,-148.4591667,68.075,81020021
81004730,-150.2008333,68.17,81000069
81004731,-138.1141667,68.08166667,81020021
81004732,-163.9241667,68.03416667,81005578
81004733,-138.11,68.1575,81020021
81004735,-149.3891667,68.2875,81000433
81004736,-137.0391667,68.085,81020021
81004737,-153.85,68.085,81000069
81004738,-148.825,68.31416667,81000433
81004739,-138.55,68.20083333,81020021
81004740,-143.83,68.07333333,81020021
81004741,-155.5791667,68.09166667,81000069
81004742,-142.1258333,68.03083333,81020021
81004743,-158.0366667,68.12583333,81007739
81004744,-163.915,68.02166667,81005578
81004745,-138.0966667,68.0575,81020021
81004746,-137.1008333,68.10583333,81020021
81004747,-142.2475,68.21666667,81020021
81004748,-152.6725,68.26833333,81000069
81004749,-141.19,68.1725,81020021
81004750,-138.0825,68.05083333,81020021
81004751,-146.2875,68.1275,81020021
81004752,-163.8975,68.02916667,81005578
81004753,-139.2575,68.08083333,81020021
81004754,-152.7025,68.24083333,81000069
81004755,-149.3733333,67.95083333,81020021
81004756,-137.76,67.9625,81020021
81004757,-137.1166667,68.11,81020021
81004759,-140.7741667,68.12583333,81020021
81004760,-163.5325,68.04666667,81005554
81004761,-148.8025,68.3,81000433
81004762,-143.9233333,68.14083333,81020021
81004763,-163.4908333,68.11916667,81005554
81004764,-142.9141667,68.15916667,81020021
81004765,-148.7991667,68.27833333,81000433
81004766,-160.6525,68.08083333,81007739
81004767,-141.2808333,68.185,81020021
81004768,-149.4016667,67.97666667,81020021
81004769,-141.9008333,67.99833333,81020021
81004770,-142.2283333,68.075,81020021
81004771,-163.865,68.20333333,81005578
81004772,-145.5766667,68.20166667,81020021
81004773,-152.7258333,68.2175,81000069
81004774,-152.75,68.2025,81000069
81004775,-137.9025,68.14916667,81020021
81004776,-144.6316667,68.03083333,81020021
81004777,-152.2991667,68.02833333,81020021
81004778,-148.5625,68.09583333,81020021
81004779,-141.1375,68.11416667,81020021
81004780,-156.7425,68.17,81007739
81004781,-153.6683333,68.10833333,81000069
81004782,-163.4725,68.1425,81005554
81004783,-150.5166667,67.96166667,81020021
81004784,-152.9825,67.9625,81020021
81004785,-163.0191667,68.05833333,81005554
81004786,-151.8566667,68.10083333,81020021
81004787,-146.5066667,68.1925,81020021
81004788,-137.7041667,67.985,81020021
81004790,-145.68,68.27083333,81020021
81004791,-149.9533333,68.30583333,81000069
81004792,-155.9591667,67.95583333,81007739
81004793,-145.245,68.1475,81020021
81004794,-149.8616667,67.92833333,81020021
81004795,-137.165,68.11583333,81020021
81004796,-158.0858333,68.1675,81007739
81004797,-144.6891667,68.235,81020021
81004798,-160.7508333,68.1625,81007739
81004799,-159.365,67.95,81007739
81004800,-164.355,68.07166667,81005578
81004801,-148.8041667,68.27666667,81000433
81004802,-163.6841667,68.24666667,81005578
81004803,-150.2766667,68.13083333,81000069
81004804,-162.3641667,67.97833333,81007739
81004805,-145.2683333,67.92833333,81020021
81004806,-144.0425,67.92416667,81020021
81004807,-150.8208333,68.00916667,81020021
81004808,-160.5108333,68.12166667,81007739
81004809,-152.7666667,68.175,81000069
81004810,-156.7933333,68.26416667,81000069
81004811,-162.0341667,68.05833333,81007739
81004812,-165.365,68.26,81003294
81004813,-159.6,68.14833333,81007739
81004814,-139.9883333,68.23083333,81020021
81004815,-137.2241667,68.13416667,81020021
81004816,-141.7741667,68.0125,81020021
81004817,-144.0541667,67.94416667,81020021
81004818,-163.8375,68.015,81005578
81004819,-149.9141667,67.9475,81020021
81004820,-159.6816667,68.11416667,81007739
81004821,-138.4358333,68.21,81020021
81004822,-160.0716667,67.95333333,81007739
81004823,-162.9158333,68.11583333,81005554
81004824,-164.165,68.16666667,81005578
81004825,-144.955,68.00333333,81020021
81004826,-153.105,68.16916667,81000069
81004827,-150.5041667,68.00166667,81020021
81004828,-139.9683333,68.255,81020021
81004829,-161.9208333,68.145,81007739
81004830,-140.1175,68.1025,81020021
81004831,-152.2425,67.95666667,81020021
81004832,-160.8291667,68.11083333,81007739
81004833,-141.3691667,68.18,81020021
81004834,-137.0841667,68.135,81020021
81004835,-153.245,68.22416667,81000069
81004836,-151.2091667,68.12416667,81000069
81004837,-142.7225,67.96583333,81020021
81004838,-162.8758333,68.14583333,81005554
81004839,-148.6491667,68.12666667,81020021
81004840,-144.0708333,68.15833333,81020021
81004841,-162.4216667,67.9925,81007739
81004842,-149.77,67.97416667,81020021
81004843,-149.9275,67.98833333,81020021
81004844,-159.8908333,68.17666667,81007739
81004845,-145.0725,68.085,81020021
81004846,-148.355,68.045,81020021
81004847,-150.1075,68.1825,81000069
81004848,-164.4683333,68.09166667,81005578
81004849,-151.2966667,68.095,81000069
81004850,-145.2558333,67.9425,81020021
81004851,-139.1691667,68.07833333,81020021
81004852,-144.0441667,67.94333333,81020021
81004853,-159.6925,68.07916667,81007739
81004854,-156.2566667,68.035,81007739
81004855,-146.0541667,68.23666667,81020021
81004856,-159.3091667,68.10833333,81007739
81004857,-158.0716667,68.2275,81007739
81004858,-149.2933333,68.03833333,81020021
81004859,-164.195,67.96333333,81005578
81004860,-160.8983333,68.135,81007739
81004861,-160.4683333,67.9875,81007739
81004862,-139.2191667,68.18416667,81020021
81004863,-142.925,68.13166667,81020021
81004864,-154.0308333,68.27916667,81000069
81004865,-161.2491667,68.0125,81007739
81004866,-143.35,68.10583333,81020021
81004867,-139.7933333,67.94083333,81020021
81004868,-155.4575,67.95833333,81000069
81004870,-148.9283333,67.975,81020021
81004871,-147.215,68.255,81020021
81004873,-141.4508333,68.17916667,81020021
81004874,-158.7025,68.12166667,81007739
81004875,-155.935,67.9575,81007739
81004876,-146.3158333,67.95583333,81020021
81004877,-164.8308333,68.1725,81003294
81004878,-157.1233333,68.22583333,81007739
81004879,-138.5708333,68.00833333,81020021
81004880,-159.1216667,68.22416667,81007739
81004881,-144.7875,68.10083333,81020021
81004882,-140.6633333,68.0925,81020021
81004883,-158.935,68.08833333,81007739
81004884,-153.4191667,68.21,81000069
81004885,-142.6216667,67.97583333,81020021
81004886,-154.2116667,68.21083333,81000069
81004887,-142.4583333,68.18416667,81020021
81004888,-152.05,67.96416667,81020021
81004889,-158.2891667,68.0875,81007739
81004890,-161.7058333,68.09666667,81007739
81004891,-154.46,67.9425,81000069
81004892,-139.7875,67.9225,81020021
81004893,-159.7308333,67.92916667,81007739
81004894,-145.3266667,67.92916667,81020021
81004895,-149.9516667,67.93,81020021
81004896,-152.3258333,67.94333333,81020021
81004897,-139.905,67.9375,81020021
81004898,-144.8825,67.93333333,81020021
81004899,-161.5375,67.9525,81007739
81004900,-153.7125,67.95583333,81000069
81004901,-157.1458333,67.92583333,81007739
81004902,-153.3558333,67.925,81000069
81004903,-149.4825,67.97166667,81020021
81004904,-139.75,67.9275,81020021
81004905,-155.4391667,67.94583333,81000069
