basin,year,fish_id,threshold,retained_km,basin_km,retained_pct
Kuskokwim,2017,Kuskokwim_2017_0252,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2017,Kuskokwim_2017_0253,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2017,Kuskokwim_2017_0254,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2017,Kuskokwim_2017_0255,0,13025.94577128066,17384.97530681032,74.92645540990748
Kuskokwim,2017,Kuskokwim_2017_0256,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2018,Kuskokwim_2018_0001,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2018,Kuskokwim_2018_0002,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2018,Kuskokwim_2018_0003,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2018,Kuskokwim_2018_0004,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2018,Kuskokwim_2018_0005,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2018,Kuskokwim_2018_0006,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2018,Kuskokwim_2018_0007,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2018,Kuskokwim_2018_0008,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2018,Kuskokwim_2018_0009,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2018,Kuskokwim_2018_0010,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2018,Kuskokwim_2018_0011,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2018,Kuskokwim_2018_0012,0,13053.2503189581,17384.97530681032,75.08351371568916
Kuskokwim,2018,Kuskokwim_2018_0013,0,13053.2503189581,17384.97530681032,75.08351371568916
