Sample Date,GumCard #,Fish #,Sex,"Length
(mm)",Comments,"Genetic Vial
#","Otolith
#",GCL retro linking sex data to Whatman cards,,,,"Male=1, Female=2",,,,,,
6/17/17,24,10,1,474,,X,216,M,0000020245,37,,,,,,,,
6/17/17,25,1,2,859,,X,217,F,0000020249,40,,,,,,,,
6/17/17,25,2,2,813,,X,218,F,0000020249,40,,,,,,,,
6/17/17,25,3,1,802,,X,219,M,0000020249,40,,,,,,,,
6/17/17,25,4,2,823,,X,220,F,0000020249,40,,,,,,,,
6/17/17,25,5,2,814,,X,221,F,0000020249,40,,,,,,,,
6/17/17,25,6,2,776,,X,222,F,0000020249,40,,,,,,,,
6/17/17,25,7,2,905,,X,223,F,0000020249,40,,,,,,,,
6/17/17,25,8,1,870,,X,224,M,0000020249,40,,,,,,,,
6/17/17,25,9,2,883,,X,225,F,0000020249,40,,,,,,,,
6/17/17,25,10,1,811,,X,226,M,0000020249,40,,,,,,,,
6/17/17,26,1,1,582,,X,227,M,0000020231,27,,,,,,,,
6/17/17,26,2,1,532,,X,228,M,0000020231,27,,,,,,,,
6/17/17,26,3,1,621,,X,229,M,0000020231,27,,,,,,,,
6/17/17,26,4,1,577,,X,230,M,0000020231,27,,,,,,,,
6/17/17,26,5,2,844,,X,231,F,0000020231,27,,,,,,,,
6/17/17,26,6,2,775,,X,232,F,0000020231,27,,,,,,,,
6/17/17,26,7,2,829,,X,233,F,0000020231,27,,,,,,,,
6/17/17,26,8,2,880,,X,234,F,0000020231,27,,,,,,,,
6/17/17,26,9,2,804,,X,235,F,0000020231,27,,,,,,,,
6/17/17,26,10,2,851,,X,236,F,0000020231,27,,,,,,,,
6/18/17,27,1,2,818,,X,237,F,0000020235,30,,,,,,,,
6/18/17,27,2,1,727,,X,238,M,0000020235,30,,,,,,,,
6/18/17,27,3,1,754,,X,239,M,0000020235,30,,,,,,,,
6/18/17,27,4,2,810,,X,240,F,0000020235,30,,,,,,,,
6/18/17,27,5,1,660,,X,241,M,0000020235,30,,,,,,,,
6/18/17,27,6,2,781,,X,242,F,0000020235,30,,,,,,,,
6/18/17,27,7,2,882,,X,243,F,0000020235,30,,,,,,,,
6/18/17,27,8,1,726,,X,244,M,0000020235,30,,,,,,,,
6/18/17,27,9,1,853,,X,245,M,0000020235,30,,,,,,,,
6/18/17,27,10,2,873,,X,246,F,0000020235,30,,,,,,,,
6/18/17,28,1,1,728,,X,247,M,0000020239,33,,,,,,,,
6/18/17,28,2,2,808,,X,248,F,0000020239,33,,,,,,,,
6/18/17,28,3,1,794,,X,249,M,0000020239,33,,,,,,,,
6/18/17,28,4,2,842,,X,250,F,0000020239,33,,,,,,,,
6/18/17,28,5,2,815,,X,251,F,0000020239,33,,,,,,,,
6/18/17,28,6,2,888,,X,252,F,0000020239,33,,,,,,,,
6/18/17,28,7,1,675,,X,253,M,0000020239,33,,,,,,,,
6/18/17,28,8,1,713,,X,254,M,0000020239,33,,,,,,,,
6/18/17,28,9,1,856,,X,255,M,0000020239,33,,,,,,,,
6/18/17,28,10,1,752,,X,256,M,0000020239,33,,,,,,,,
6/18/17,29,1,2,846,,X,257,F,0000020243,36,,,,,,,,
6/18/17,29,2,2,888,,X,258,F,0000020243,36,,,,,,,,
6/18/17,29,3,2,881,,X,259,F,0000020243,36,,,,,,,,
6/18/17,29,4,1,785,,X,260,M,0000020243,36,,,,,,,,
6/18/17,29,5,2,826,,X,261,F,0000020243,36,,,,,,,,
6/18/17,29,6,1,754,,X,262,M,0000020243,36,,,,,,,,
6/18/17,29,7,1,765,,X,263,M,0000020243,36,,,,,,,,
6/18/17,29,8,2,796,,X,264,F,0000020243,36,,,,,,,,
6/18/17,29,9,2,915,,X,265,F,0000020243,36,,,,,,,,
6/18/17,29,10,1,769,,X,266,M,0000020243,36,,,,,,,,
6/19/17,30,1,2,861,,X,268,F,0000020258,44,,,,,,,,
6/19/17,30,2,1,950,,X,269,M,0000020258,44,,,,,,,,
6/19/17,30,3,2,886,,X,278,F,0000020258,44,,,,,,,,
6/19/17,30,4,2,820,,X,270,F,0000020258,44,,,,,,,,
6/19/17,30,5,2,830,,X,271,F,0000020258,44,,,,,,,,
6/19/17,30,6,2,900,,X,272,F,0000020258,44,,,,,,,,
6/19/17,30,7,1,765,,X,273,M,0000020258,44,,,,,,,,
6/19/17,30,8,2,830,,X,274,F,0000020258,44,,,,,,,,
6/19/17,30,9,1,670,,X,275,M,0000020258,44,,,,,,,,
6/19/17,30,10,2,829,,X,276,F,0000020258,44,,,,,,,,
6/19/17,31,1,1,543,,X,277,M,0000020252,42,,,,,,,,
6/19/17,31,2,2,857,,X,301,F,0000020252,42,,,,,,,,
6/19/17,31,3,1,717,,X,302,M,0000020252,42,,,,,,,,
6/19/17,31,4,2,822,,X,303,F,0000020252,42,,,,,,,,
6/19/17,31,5,1,705,,X,304,M,0000020252,42,,,,,,,,
6/19/17,31,6,2,856,,X,305,F,0000020252,42,,,,,,,,
6/19/17,31,7,2,846,,X,306,F,0000020252,42,,,,,,,,
6/19/17,31,8,1,703,,X,307,M,0000020252,42,,,,,,,,
6/19/17,31,9,2,862,,X,308,F,0000020252,42,,,,,,,,
6/19/17,31,10,2,765,,X,309,F,0000020252,42,,,,,,,,
6/19/17,32,1,2,838,,X,310,F,0000020254,43,,,,,,,,
6/19/17,32,2,1,777,,X,311,M,0000020254,43,,,,,,,,
6/19/17,32,3,2,827,,X,312,F,0000020254,43,,,,,,,,
6/19/17,32,4,1,728,,X,313,M,0000020254,43,,,,,,,,
6/19/17,32,5,1,516,,X,314,M,0000020254,43,,,,,,,,
6/19/17,32,6,1,752,,X,315,M,0000020254,43,,,,,,,,
6/20/17,33,1,2,818,,X,316,F,0000020246,38,,,,,,,,
6/20/17,33,2,1,733,,X,317,M,0000020246,38,,,,,,,,
6/20/17,33,3,1,826,,X,318,M,0000020246,38,,,,,,,,
6/20/17,33,4,1,715,,X,319,M,0000020246,38,,,,,,,,
6/20/17,33,5,1,743,,X,320,M,0000020246,38,,,,,,,,
6/20/17,33,6,1,791,,X,321,M,0000020246,38,,,,,,,,
6/20/17,33,7,2,823,,X,322,F,0000020246,38,,,,,,,,
6/20/17,33,8,1,796,,X,323,M,0000020246,38,,,,,,,,
6/20/17,33,9,2,769,,X,324,F,0000020246,38,,,,,,,,
6/20/17,33,10,1,615,,X,325,M,0000020246,38,,,,,,,,
6/20/17,34,1,1,750,,X,326,M,0000020223,24,,,,,,,,
6/20/17,34,2,2,825,,X,327,F,0000020223,24,,,,,,,,
6/20/17,34,3,1,589,,X,328,M,0000020223,24,,,,,,,,
6/20/17,34,4,2,835,,X,329,F,0000020223,24,,,,,,,,
6/20/17,34,5,2,782,,X,330,F,0000020223,24,,,,,,,,
6/20/17,34,6,1,701,,X,331,M,0000020223,24,,,,,,,,
6/20/17,34,7,2,970,,X,332,F,0000020223,24,,,,,,,,
6/20/17,34,8,1,698,,X,333,M,0000020223,24,,,,,,,,
6/20/17,34,9,2,856,,X,334,F,0000020223,24,,,,,,,,
6/20/17,34,10,1,837,,X,335,M,0000020223,24,,,,,,,,
6/20/17,35,1,2,816,,X,336,F,0000020260,46,,,,,,,,
6/20/17,35,2,2,888,,X,337,F,0000020260,46,,,,,,,,
6/20/17,35,3,1,626,,X,338,M,0000020260,46,,,,,,,,
6/20/17,35,4,1,657,,X,339,M,0000020260,46,,,,,,,,
6/20/17,35,5,2,815,,X,340,F,0000020260,46,,,,,,,,
6/20/17,35,6,2,872,,X,341,F,0000020260,46,,,,,,,,
6/20/17,35,7,1,622,,X,342,M,0000020260,46,,,,,,,,
6/21/17,36,1,1,833,,X,343,M,0000020259,45,,,,,,,,
6/21/17,36,2,1,895,,X,344,M,0000020259,45,,,,,,,,
6/21/17,36,3,2,794,,X,345,F,0000020259,45,,,,,,,,
6/21/17,36,4,1,720,,X,346,M,0000020259,45,,,,,,,,
6/21/17,36,5,1,833,,X,347,M,0000020259,45,,,,,,,,
6/21/17,36,6,2,769,,X,348,F,0000020259,45,,,,,,,,
6/21/17,36,7,1,785,,X,349,M,0000020259,45,,,,,,,,
6/21/17,36,8,1,794,,X,350,M,0000020259,45,,,,,,,,
6/21/17,36,9,2,795,,X,351,F,0000020259,45,,,,,,,,
6/21/17,36,10,2,876,,X,352,F,0000020259,45,,,,,,,,
6/21/17,37,1,2,765,,X,353,F,0000020242,35,,,,,,,,
6/21/17,37,2,1,535,,X,354,M,0000020242,35,,,,,,,,
6/21/17,37,3,1,833,,X,355,M,0000020242,35,,,,,,,,
6/21/17,37,4,2,889,,X,356,F,0000020242,35,,,,,,,,
6/21/17,37,5,1,945,,X,357,M,0000020242,35,,,,,,,,
6/21/17,37,6,2,853,,X,358,F,0000020242,35,,,,,,,,
6/21/17,37,7,2,834,,X,359,F,0000020242,35,,,,,,,,
6/21/17,37,8,2,782,,X,360,F,0000020242,35,,,,,,,,
6/21/17,37,9,2,826,,X,361,F,0000020242,35,,,,,,,,
6/21/17,37,10,2,666,,X,362,F,0000020242,35,,,,,,,,
6/21/17,38,1,1,652,,X,363,M,0000020222,23,,,,,,,,
6/21/17,38,2,2,785,,X,364,F,0000020222,23,,,,,,,,
6/21/17,38,3,1,718,,X,365,M,0000020222,23,,,,,,,,
6/22/17,39,1,2,855,,X,366,F,0000020226,25,,,,,,,,
6/22/17,39,2,1,764,,X,367,M,0000020226,25,,,,,,,,
6/22/17,39,3,2,922,,X,368,F,0000020226,25,,,,,,,,
6/22/17,39,4,2,798,,X,369,F,0000020226,25,,,,,,,,
6/22/17,39,5,2,854,,X,370,F,0000020226,25,,,,,,,,
6/22/17,39,6,2,793,,X,371,F,0000020226,25,,,,,,,,
6/22/17,39,7,1,804,,X,372,M,0000020226,25,,,,,,,,
6/22/17,39,8,2,965,,X,373,F,0000020226,25,,,,,,,,
6/22/17,39,9,2,835,,X,374,F,0000020226,25,,,,,,,,
6/22/17,39,10,1,694,,X,375,M,0000020226,25,,,,,,,,
6/22/17,40,1,2,845,,,,,,,,,,,,,,
6/22/17,40,2,1,842,,,,,,,,,,,,,,
6/22/17,40,3,2,859,,,,,,,,,,,,,,
6/22/17,40,4,1,882,,,,,,,,,,,,,,
6/22/17,40,5,1,803,,,,,,,,,,,,,,
6/22/17,40,6,1,533,,,,,,,,,,,,,,
6/22/17,40,7,2,735,,,,,,,,,,,,,,
6/22/17,40,8,2,820,,,,,,,,,,,,,,
6/22/17,40,9,1,808,,,,,,,,,,,,,,
6/23/17,41,1,1,773,,,,,,,,,,,,,,
6/23/17,41,2,1,622,,,,,,,,,,,,,,
6/23/17,41,3,1,844,,,,,,,,,,,,,,
6/23/17,41,4,1,793,,,,,,,,,,,,,,
6/23/17,41,5,2,832,,,,,,,,,,,,,,
6/23/17,41,6,2,874,,,,,,,,,,,,,,
6/23/17,41,7,1,778,,,,,,,,,,,,,,
6/23/17,41,8,2,746,,,,,,,,,,,,,,
6/23/17,41,9,2,757,,,,,,,,,,,,,,
6/23/17,41,10,2,875,,,,,,,,,,,,,,
6/23/17,42,1,2,834,,,,,,,,,,,,,,
6/23/17,42,2,1,759,,,,,,,,,,,,,,
6/23/17,42,3,1,791,,,,,,,,,,,,,,
6/23/17,42,4,1,708,,,,,,,,,,,,,,
6/24/17,43,1,2,853,,,,,,,,,,,,,,
6/24/17,43,2,1,779,,,,,,,,,,,,,,
6/24/17,43,3,2,828,,,,,,,,,,,,,,
6/24/17,43,4,2,898,,,,,,,,,,,,,,
6/24/17,43,5,1,706,,,,,,,,,,,,,,
6/24/17,43,6,2,859,,,,,,,,,,,,,,
6/24/17,43,7,2,755,,,,,,,,,,,,,,
6/24/17,43,8,2,869,,,,,,,,,,,,,,
6/24/17,43,9,2,743,,,,,,,,,,,,,,
6/24/17,43,10,2,878,,,,,,,,,,,,,,
6/24/17,44,1,1,782,,,,,,,,,,,,,,
6/24/17,44,2,1,752,,,,,,,,,,,,,,
6/24/17,44,3,1,863,,,,,,,,,,,,,,
6/24/17,44,4,2,883,,,,,,,,,,,,,,
6/24/17,44,5,1,612,,,,,,,,,,,,,,
6/24/17,44,6,1,765,,,,,,,,,,,,,,
6/24/17,44,7,1,816,,,,,,,,,,,,,,
6/24/17,44,8,2,898,,,,,,,,,,,,,,
6/24/17,44,9,2,838,,,,,,,,,,,,,,
6/24/17,44,10,2,749,,,,,,,,,,,,,,
6/24/17,45,1,2,873,,,,,,,,,,,,,,
6/24/17,45,2,1,852,,,,,,,,,,,,,,
6/24/17,45,3,1,759,,,,,,,,,,,,,,
6/24/17,45,4,1,752,,,,,,,,,,,,,,
6/24/17,45,5,1,756,,,,,,,,,,,,,,
6/24/17,45,6,2,799,,,,,,,,,,,,,,
6/24/17,45,7,1,876,,,,,,,,,,,,,,
6/24/17,45,8,1,768,,,,,,,,,,,,,,
6/24/17,45,9,1,774,,,,,,,,,,,,,,
6/24/17,45,10,1,765,,,,,,,,,,,,,,
6/25/17,46,1,2,817,,,,,,,,,,,,,,
6/25/17,46,2,1,795,,,,,,,,,,,,,,
6/25/17,46,3,2,827,,,,,,,,,,,,,,
6/25/17,46,4,1,871,,,,,,,,,,,,,,
6/25/17,46,5,1,981,,,,,,,,,,,,,,
6/25/17,46,6,1,479,,,,,,,,,,,,,,
6/25/17,46,7,2,823,,,,,,,,,,,,,,
6/25/17,46,8,2,864,,,,,,,,,,,,,,
6/25/17,46,9,1,840,,,,,,,,,,,,,,
6/25/17,46,10,2,833,,,,,,,,,,,,,,
6/25/17,47,1,2,790,,,,,,,,,,,,,,
6/25/17,47,2,2,745,,,,,,,,,,,,,,
6/25/17,47,3,2,755,,,,,,,,,,,,,,
6/25/17,47,4,2,807,,,,,,,,,,,,,,
6/25/17,47,5,2,891,,,,,,,,,,,,,,
6/25/17,47,6,2,843,,,,,,,,,,,,,,
6/25/17,47,7,1,851,,,,,,,,,,,,,,
6/25/17,47,8,2,837,,,,,,,,,,,,,,
6/25/17,47,9,1,760,,,,,,,,,,,,,,
6/25/17,47,10,2,829,,,,,,,,,,,,,,
6/25/17,48,1,1,542,,,,,,,,,,,,,,
6/25/17,48,2,2,826,,,,,,,,,,,,,,
6/25/17,48,3,2,845,,,,,,,,,,,,,,
6/25/17,48,4,2,811,,,,,,,,,,,,,,
6/25/17,48,5,2,897,,,,,,,,,,,,,,
6/25/17,48,6,2,779,,,,,,,,,,,,,,
6/25/17,48,7,2,864,,,,,,,,,,,,,,
6/26/17,49,1,1,846,,,,,,,,,,,,,,
6/26/17,49,2,2,875,,,,,,,,,,,,,,
6/26/17,49,3,2,687,,,,,,,,,,,,,,
6/26/17,49,4,2,823,,,,,,,,,,,,,,
6/26/17,49,5,1,787,,,,,,,,,,,,,,
6/26/17,49,6,2,791,,,,,,,,,,,,,,
6/26/17,49,7,2,768,,,,,,,,,,,,,,
6/26/17,49,8,2,863,,,,,,,,,,,,,,
6/26/17,49,9,2,872,,,,,,,,,,,,,,
6/26/17,49,10,1,744,,,,,,,,,,,,,,
6/26/17,50,1,2,828,,,,,,,,,,,,,,
6/26/17,50,2,1,862,,,,,,,,,,,,,,
6/26/17,50,3,1,710,,,,,,,,,,,,,,
6/26/17,50,4,2,851,,,,,,,,,,,,,,
6/26/17,50,5,2,866,,,,,,,,,,,,,,
6/26/17,50,6,2,820,,,,,,,,,,,,,,
6/26/17,50,7,2,872,,,,,,,,,,,,,,
6/27/17,51,1,2,793,,,,,,,,,,,,,,
6/27/17,51,2,1,776,,,,,,,,,,,,,,
6/27/17,51,3,1,708,,,,,,,,,,,,,,
6/27/17,51,4,2,806,,,,,,,,,,,,,,
6/27/17,51,5,2,799,,,,,,,,,,,,,,
6/27/17,51,6,1,726,,,,,,,,,,,,,,
6/27/17,51,7,2,749,,,,,,,,,,,,,,
6/27/17,51,8,1,934,,,,,,,,,,,,,,
6/27/17,51,9,1,789,,,,,,,,,,,,,,
6/27/17,51,10,2,794,,,,,,,,,,,,,,
6/27/17,52,1,2,803,,,,,,,,,,,,,,
6/27/17,52,2,2,814,,,,,,,,,,,,,,
6/27/17,52,3,1,758,,,,,,,,,,,,,,
6/27/17,52,4,1,837,,,,,,,,,,,,,,
6/27/17,52,5,1,893,,,,,,,,,,,,,,
6/27/17,52,6,1,547,,,,,,,,,,,,,,
6/27/17,52,7,2,756,,,,,,,,,,,,,,
6/27/17,52,8,1,691,,,,,,,,,,,,,,
6/27/17,52,9,2,874,,,,,,,,,,,,,,
6/27/17,52,10,2,825,,,,,,,,,,,,,,
6/27/17,53,1,2,875,,,,,,,,,,,,,,
6/27/17,53,2,1,784,,,,,,,,,,,,,,
6/27/17,53,3,2,838,,,,,,,,,,,,,,
6/27/17,53,4,1,787,,,,,,,,,,,,,,
6/27/17,53,5,1,839,,,,,,,,,,,,,,
6/27/17,53,6,2,865,,,,,,,,,,,,,,
6/27/17,53,7,1,586,,,,,,,,,,,,,,
6/27/17,53,8,2,870,,,,,,,,,,,,,,
6/27/17,53,9,1,813,,,,,,,,,,,,,,
6/27/17,53,10,2,844,,,,,,,,,,,,,,
6/28/17,54,1,1,759,,,,,,,,,,,,,,
6/28/17,54,2,2,808,,,,,,,,,,,,,,
6/28/17,54,3,2,822,,,,,,,,,,,,,,
6/28/17,54,4,2,900,,,,,,,,,,,,,,
6/28/17,54,5,2,791,,,,,,,,,,,,,,
6/28/17,54,6,2,885,,,,,,,,,,,,,,
6/28/17,54,7,1,623,,,,,,,,,,,,,,
6/28/17,54,8,2,852,,,,,,,,,,,,,,
6/28/17,54,9,1,893,,,,,,,,,,,,,,
6/28/17,54,10,2,917,,,,,,,,,,,,,,
6/28/17,55,1,1,490,,,,,,,,,,,,,,
6/28/17,55,2,2,751,,,,,,,,,,,,,,
6/28/17,55,3,2,765,,,,,,,,,,,,,,
6/28/17,55,4,1,510,,,,,,,,,,,,,,
6/28/17,55,5,2,754,,,,,,,,,,,,,,
6/28/17,55,6,1,796,,,,,,,,,,,,,,
6/28/17,55,7,2,762,,,,,,,,,,,,,,
6/28/17,55,8,2,784,,,,,,,,,,,,,,
6/28/17,55,9,2,862,,,,,,,,,,,,,,
6/28/17,55,10,2,848,,,,,,,,,,,,,,
6/28/17,56,1,2,846,,,,,,,,,,,,,,
6/28/17,56,2,1,920,,,,,,,,,,,,,,
6/28/17,56,3,2,815,,,,,,,,,,,,,,
6/29/17,57,1,2,755,,,,,,,,,,,,,,
6/29/17,57,2,1,849,,,,,,,,,,,,,,
6/29/17,57,3,2,838,,,,,,,,,,,,,,
6/29/17,57,4,2,958,,,,,,,,,,,,,,
6/29/17,57,5,1,781,,,,,,,,,,,,,,
6/29/17,57,6,2,730,,,,,,,,,,,,,,
6/29/17,57,7,2,850,,,,,,,,,,,,,,
6/29/17,57,8,1,902,,,,,,,,,,,,,,
6/29/17,57,9,2,788,,,,,,,,,,,,,,
6/29/17,57,10,1,802,,,,,,,,,,,,,,
6/29/17,58,1,2,839,,,,,,,,,,,,,,
6/29/17,58,2,1,792,,,,,,,,,,,,,,
6/29/17,58,3,2,796,,,,,,,,,,,,,,
6/29/17,58,4,2,838,,,,,,,,,,,,,,
6/29/17,58,5,2,867,,,,,,,,,,,,,,
6/29/17,58,6,1,833,,,,,,,,,,,,,,
6/29/17,58,7,1,689,,,,,,,,,,,,,,
6/29/17,58,8,2,871,,,,,,,,,,,,,,
6/30/17,59,1,2,719,,,,,,,,,,,,,,
6/30/17,59,2,1,724,,,,,,,,,,,,,,
7/1/17,60,1,2,827,,,,,,,,,,,,,,
7/1/17,60,2,1,797,,,,,,,,,,,,,,
7/1/17,60,3,2,748,,,,,,,,,,,,,,
7/1/17,60,4,2,804,,,,,,,,,,,,,,
7/1/17,60,5,1,649,,,,,,,,,,,,,,
7/2/17,61,1,1,886,,,,,,,,,,,,,,
7/2/17,61,2,2,847,,,,,,,,,,,,,,
7/2/17,61,3,2,739,,,,,,,,,,,,,,
7/2/17,61,4,2,848,,,,,,,,,,,,,,
7/2/17,61,5,2,899,,,,,,,,,,,,,,
7/2/17,61,6,1,846,,,,,,,,,,,,,,
7/2/17,61,7,2,842,,,,,,,,,,,,,,
7/2/17,61,8,2,816,,,,,,,,,,,,,,
7/2/17,61,9,2,826,,,,,,,,,,,,,,
7/2/17,61,10,1,816,,,,,,,,,,,,,,
7/3/17,62,1,1,781,,,,,,,,,,,,,,
7/3/17,62,2,1,559,,,,,,,,,,,,,,
7/4/17,63,1,2,844,,,,,,,,,,,,,,
7/4/17,63,2,2,757,,,,,,,,,,,,,,
7/4/17,63,3,2,880,,,,,,,,,,,,,,
7/4/17,63,4,1,805,,,,,,,,,,,,,,
7/4/17,63,5,1,769,,,,,,,,,,,,,,
7/5/17,64,1,2,844,,,,,,,,,,,,,,
7/5/17,64,2,2,757,,,,,,,,,,,,,,
7/5/17,64,3,2,880,,,,,,,,,,,,,,
7/5/17,64,4,1,805,,,,,,,,,,,,,,
7/5/17,64,5,1,769,,,,,,,,,,,,,,
7/6/17,65,1,2,860,,,,,,,,,,,,,,
7/6/17,65,2,2,893,,,,,,,,,,,,,,
7/6/17,65,3,2,823,,,,,,,,,,,,,,
7/6/17,65,4,2,872,,,,,,,,,,,,,,
7/6/17,65,5,2,815,,,,,,,,,,,,,,
7/6/17,65,6,2,794,,,,,,,,,,,,,,
7/6/17,65,7,2,777,,,,,,,,,,,,,,
7/7/17,66,1,2,834,,,,,,,,,,,,,,
7/7/17,66,2,2,765,,,,,,,,,,,,,,
7/7/17,66,3,2,880,,,,,,,,,,,,,,
7/7/17,66,4,2,861,,,,,,,,,,,,,,
7/7/17,66,5,1,887,,,,,,,,,,,,,,
7/7/17,66,6,2,863,,,,,,,,,,,,,,
7/7/17,66,7,1,854,,,,,,,,,,,,,,
7/7/17,66,8,1,540,,,,,,,,,,,,,,
7/8/17,67,1,2,824,,,,,,,,,,,,,,
7/8/17,67,2,2,777,,,,,,,,,,,,,,
7/8/17,67,3,2,861,,,,,,,,,,,,,,
7/8/17,67,4,1,540,,,,,,,,,,,,,,
7/9/17,68,1,2,845,,,,,,,,,,,,,,
7/9/17,68,2,2,866,,,,,,,,,,,,,,
7/9/17,68,3,2,804,,,,,,,,,,,,,,
7/10/17,69,1,2,856,,,,,,,,,,,,,,
7/10/17,69,2,2,761,,,,,,,,,,,,,,
7/10/17,69,3,2,868,,,,,,,,,,,,,,
7/10/17,69,4,2,860,,,,,,,,,,,,,,
7/10/17,69,5,2,804,,,,,,,,,,,,,,
7/10/17,69,6,2,731,,,,,,,,,,,,,,
7/10/17,69,7,1,658,,,,,,,,,,,,,,
7/11/17,70,1,2,835,,,,,,,,,,,,,,
7/11/17,70,2,2,817,,,,,,,,,,,,,,
7/12/17,71,1,1,789,,,,,,,,,,,,,,
